timestamp,PM2.5 (ug/m3),CO2 (ppm),Temp (C),Humidity (%),TVOC (mg/m3),Pressure (Pa),source
10/07/2025, 23:38:52,7.00,1238,7.00,63.79,26.430,2.03,real
10/07/2025, 23:38:52,7.00,1242,7.00,63.82,26.430,2.00,real
10/07/2025, 23:38:52,6.00,1250,6.00,63.87,26.440,1.97,real
10/07/2025, 23:38:52,7.00,1254,7.00,63.90,26.450,2.00,real
10/07/2025, 23:38:52,7.00,1257,7.00,63.99,26.450,2.03,real
10/07/2025, 23:38:52,7.00,1260,7.00,64.03,26.450,2.05,real
10/07/2025, 23:38:52,7.00,1265,7.00,64.07,26.460,2.06,real
10/07/2025, 23:38:52,7.00,1267,7.00,64.09,26.460,2.11,real
10/07/2025, 23:38:52,7.00,1268,7.00,64.11,26.460,2.15,real
10/07/2025, 23:38:52,7.00,1269,7.00,64.11,26.460,2.20,real
10/07/2025, 23:38:52,7.00,1270,7.00,64.12,26.450,2.23,real
10/07/2025, 23:38:52,6.00,1270,6.00,64.11,26.460,2.24,real
10/07/2025, 23:38:52,6.00,1271,6.00,64.12,26.460,2.28,real
10/07/2025, 23:38:52,6.00,1270,6.00,64.10,26.470,2.28,real
10/07/2025, 23:38:52,6.00,1270,6.00,64.07,26.460,2.31,real
10/07/2025, 23:38:52,6.00,1270,6.00,64.02,26.470,2.33,real
10/07/2025, 23:38:52,6.00,1269,6.00,63.85,26.480,2.34,real
10/07/2025, 23:38:52,6.00,1269,6.00,63.77,26.470,2.38,real
10/07/2025, 23:38:52,7.00,1269,7.00,63.65,26.460,2.42,real
10/07/2025, 23:38:52,7.00,1268,7.00,63.53,26.470,2.44,real
10/07/2025, 23:38:52,7.00,1268,7.00,63.27,26.480,2.45,real
10/07/2025, 23:38:52,7.00,1268,7.00,63.12,26.480,2.48,real
10/07/2025, 23:38:52,7.00,1267,7.00,62.99,26.480,2.47,real
10/07/2025, 23:38:52,7.00,1267,7.00,62.85,26.480,2.42,real
10/07/2025, 23:38:52,7.00,1267,7.00,62.57,26.480,2.38,real
10/07/2025, 23:38:52,7.00,1267,7.00,62.41,26.490,2.41,real
10/07/2025, 23:38:52,7.00,1266,7.00,62.23,26.490,2.42,real
10/07/2025, 23:38:52,6.00,1265,6.00,62.07,26.490,2.46,real
10/07/2025, 23:38:52,6.00,1265,6.00,61.79,26.490,2.47,real
10/07/2025, 23:38:52,6.00,1264,6.00,61.69,26.490,2.49,real
10/07/2025, 23:38:52,6.00,1263,6.00,61.60,26.480,2.49,real
10/07/2025, 23:38:52,6.00,1263,6.00,61.54,26.490,2.47,real
10/07/2025, 23:38:52,6.00,1262,6.00,61.43,26.490,2.43,real
10/07/2025, 23:38:52,6.00,1261,6.00,61.39,26.480,2.41,real
10/07/2025, 23:38:52,6.00,1260,6.00,61.38,26.480,2.36,real
10/07/2025, 23:38:52,6.00,1259,6.00,61.36,26.490,2.35,real
10/07/2025, 23:38:52,6.00,1258,6.00,61.39,26.500,2.31,real
10/07/2025, 23:38:52,6.00,1258,6.00,61.42,26.490,2.30,real
10/07/2025, 23:38:52,6.00,1256,6.00,61.45,26.500,2.29,real
10/07/2025, 23:38:52,6.00,1255,6.00,61.48,26.500,2.33,real
10/07/2025, 23:38:52,6.00,1255,6.00,61.59,26.500,2.34,real
10/07/2025, 23:38:52,6.00,1254,6.00,61.66,26.510,2.35,real
10/07/2025, 23:38:52,47.00,1253,51.00,61.74,26.500,2.36,real
10/07/2025, 23:38:52,152.00,1252,166.00,61.82,26.510,2.39,real
10/07/2025, 23:38:52,143.00,1252,156.00,61.98,26.510,2.42,real
10/07/2025, 23:38:52,114.00,1252,125.00,62.06,26.500,2.44,real
10/07/2025, 23:38:52,90.00,1252,98.00,62.13,26.500,2.44,real
10/07/2025, 23:38:52,58.00,1252,63.00,62.21,26.510,2.46,real
10/07/2025, 23:38:52,48.00,1253,52.00,62.34,26.520,2.50,real
10/07/2025, 23:38:52,40.00,1253,44.00,62.41,26.510,2.48,real
10/07/2025, 23:38:52,34.00,1254,38.00,62.48,26.500,2.43,real
10/07/2025, 23:38:52,27.00,1255,29.00,62.54,26.510,2.43,real
10/07/2025, 23:38:52,25.00,1256,26.00,62.68,26.510,2.44,real
10/07/2025, 23:38:52,23.00,1256,24.00,62.75,26.510,2.45,real
10/07/2025, 23:38:52,20.00,1258,21.00,62.82,26.500,2.50,real
10/07/2025, 23:38:52,14.00,1258,15.00,62.89,26.500,2.48,real
10/07/2025, 23:38:52,12.00,1259,13.00,63.03,26.500,2.44,real
10/07/2025, 23:38:52,11.00,1259,11.00,63.09,26.510,2.43,real
10/07/2025, 23:38:52,10.00,1260,10.00,63.16,26.500,2.42,real
10/07/2025, 23:38:52,8.00,1260,8.00,63.23,26.500,2.39,real
10/07/2025, 23:38:52,7.00,1260,7.00,63.37,26.500,2.39,real
10/07/2025, 23:38:52,7.00,1260,7.00,63.45,26.490,2.37,real
10/07/2025, 23:38:52,7.00,1259,7.00,63.52,26.500,2.34,real
10/07/2025, 23:38:52,7.00,1259,7.00,63.60,26.510,2.33,real
10/07/2025, 23:38:52,7.00,1259,7.00,63.75,26.510,2.29,real
10/07/2025, 23:38:52,7.00,1259,7.00,63.82,26.520,2.27,real
10/07/2025, 23:38:52,7.00,1259,7.00,63.88,26.530,2.24,real
10/07/2025, 23:38:52,6.00,1259,6.00,63.93,26.540,2.21,real
10/07/2025, 23:38:52,6.00,1260,6.00,64.05,26.520,2.21,real
10/07/2025, 23:38:52,7.00,1260,7.00,64.11,26.520,2.21,real
10/07/2025, 23:38:52,8.00,1260,8.00,64.17,26.520,2.25,real
10/07/2025, 23:38:52,8.00,1261,8.00,64.22,26.530,2.24,real
10/07/2025, 23:38:52,8.00,1261,8.00,64.29,26.530,2.23,real
10/07/2025, 23:38:52,8.00,1262,8.00,64.40,26.540,2.18,real
10/07/2025, 23:38:52,8.00,1262,8.00,64.45,26.530,2.15,real
10/07/2025, 23:38:52,8.00,1263,8.00,64.49,26.540,2.12,real
10/07/2025, 23:38:52,8.00,1264,8.00,64.52,26.540,2.10,real
10/07/2025, 23:38:52,8.00,1264,8.00,64.59,26.530,2.07,real
10/07/2025, 23:38:52,8.00,1264,8.00,64.58,26.540,2.07,real
10/07/2025, 23:38:52,7.00,1265,7.00,64.57,26.530,2.03,real
10/07/2025, 23:38:52,7.00,1265,7.00,64.55,26.540,2.03,real
10/07/2025, 23:38:52,7.00,1265,7.00,64.49,26.550,2.04,real
10/07/2025, 23:38:52,7.00,1265,7.00,64.44,26.560,2.09,real
10/07/2025, 23:38:52,7.00,1264,7.00,64.36,26.570,2.13,real
10/07/2025, 23:38:52,7.00,1264,7.00,64.27,26.560,2.10,real
10/07/2025, 23:38:52,7.00,1264,7.00,64.06,26.560,2.07,real
10/07/2025, 23:38:52,7.00,1263,7.00,63.91,26.570,2.04,real
10/07/2025, 23:38:52,7.00,1263,7.00,63.73,26.560,2.03,real
10/07/2025, 23:38:52,7.00,1263,7.00,63.56,26.570,2.02,real
10/07/2025, 23:38:52,7.00,1262,7.00,63.26,26.560,1.98,real
10/07/2025, 23:38:52,7.00,1262,7.00,63.12,26.560,1.96,real
10/07/2025, 23:38:52,7.00,1262,7.00,63.00,26.570,1.94,real
10/07/2025, 23:38:52,7.00,1261,7.00,62.87,26.560,1.89,real
10/07/2025, 23:38:52,7.00,1261,7.00,62.63,26.560,1.86,real
10/07/2025, 23:38:52,7.00,1261,7.00,62.48,26.570,1.83,real
10/07/2025, 23:38:52,7.00,1260,7.00,62.32,26.570,1.81,real
10/07/2025, 23:38:52,7.00,1260,7.00,62.14,26.560,1.80,real
10/07/2025, 23:38:52,7.00,1260,7.00,61.80,26.560,1.75,real
10/07/2025, 23:38:52,6.00,1260,6.00,61.61,26.560,1.73,real
10/07/2025, 23:38:52,6.00,1260,6.00,61.41,26.560,1.71,real
10/07/2025, 23:38:52,6.00,1259,6.00,61.19,26.560,1.70,real
10/07/2025, 23:38:52,7.00,1259,7.00,60.72,26.560,1.68,real
10/07/2025, 23:38:52,8.00,1259,8.00,60.52,26.550,1.63,real
10/07/2025, 23:38:52,8.00,1258,8.00,60.33,26.560,1.62,real
10/07/2025, 23:38:52,8.00,1258,8.00,60.17,26.550,1.54,real
10/07/2025, 23:38:52,8.00,1258,8.00,59.90,26.550,1.43,real
10/07/2025, 23:38:52,8.00,1258,8.00,59.81,26.560,1.30,real
10/07/2025, 23:38:52,8.00,1258,8.00,59.75,26.550,1.30,real
10/07/2025, 23:38:52,8.00,1258,8.00,59.71,26.540,1.30,real
10/07/2025, 23:38:52,8.00,1258,8.00,59.71,26.550,1.34,real
10/07/2025, 23:38:52,7.00,1258,7.00,59.74,26.550,1.39,real
10/07/2025, 23:38:52,7.00,1259,7.00,59.78,26.540,1.39,real
10/07/2025, 23:38:52,7.00,1259,7.00,59.82,26.530,1.44,real
10/07/2025, 23:38:52,7.00,1259,7.00,59.94,26.520,1.48,real
10/07/2025, 23:38:52,7.00,1259,7.00,59.99,26.520,1.49,real
10/07/2025, 23:38:52,7.00,1260,7.00,60.05,26.520,1.53,real
10/07/2025, 23:38:52,7.00,1260,7.00,60.12,26.530,1.56,real
10/07/2025, 23:38:52,7.00,1260,7.00,60.29,26.510,1.57,real
10/07/2025, 23:38:52,7.00,1261,7.00,60.38,26.500,1.60,real
10/07/2025, 23:38:52,7.00,1261,7.00,60.47,26.490,1.62,real
10/07/2025, 23:38:52,7.00,1261,7.00,60.56,26.500,1.64,real
10/07/2025, 23:38:52,7.00,1262,7.00,60.75,26.490,1.67,real
10/07/2025, 23:38:52,7.00,1262,7.00,60.84,26.500,1.67,real
10/07/2025, 23:38:52,7.00,1262,7.00,60.93,26.490,1.67,real
10/07/2025, 23:38:52,7.00,1262,7.00,61.02,26.500,1.66,real
10/07/2025, 23:38:52,7.00,1262,7.00,61.20,26.490,1.61,real
10/07/2025, 23:38:52,7.00,1262,7.00,61.28,26.500,1.60,real
10/07/2025, 23:38:52,6.00,1261,6.00,61.36,26.490,1.59,real
10/07/2025, 23:38:52,6.00,1261,6.00,61.44,26.490,1.58,real
10/07/2025, 23:38:52,6.00,1261,6.00,61.58,26.490,1.60,real
10/07/2025, 23:38:52,6.00,1260,6.00,61.66,26.490,1.63,real
10/07/2025, 23:38:52,6.00,1260,6.00,61.75,26.490,1.64,real
10/07/2025, 23:38:52,7.00,1260,7.00,61.84,26.490,1.65,real
10/07/2025, 23:38:52,7.00,1259,7.00,62.06,26.490,1.65,real
10/07/2025, 23:38:52,7.00,1259,7.00,62.16,26.500,1.69,real
10/07/2025, 23:38:52,7.00,1259,7.00,62.26,26.490,1.70,real
10/07/2025, 23:38:52,7.00,1259,7.00,62.36,26.490,1.73,real
10/07/2025, 23:38:52,7.00,1259,7.00,62.54,26.490,1.74,real
10/07/2025, 23:38:52,7.00,1259,7.00,62.63,26.500,1.74,real
10/07/2025, 23:38:52,7.00,1260,7.00,62.70,26.500,1.70,real
10/07/2025, 23:38:52,7.00,1260,7.00,62.76,26.490,1.70,real
10/07/2025, 23:38:52,7.00,1261,7.00,62.90,26.500,1.67,real
10/07/2025, 23:38:52,7.00,1261,7.00,62.97,26.500,1.65,real
10/07/2025, 23:38:52,7.00,1262,7.00,63.05,26.490,1.62,real
10/07/2025, 23:38:52,7.00,1263,7.00,63.13,26.500,1.65,real
10/07/2025, 23:38:52,7.00,1263,7.00,63.20,26.500,1.67,real
10/07/2025, 23:38:52,7.00,1264,7.00,63.34,26.490,1.69,real
10/07/2025, 23:38:52,6.00,1264,6.00,63.42,26.490,1.70,real
10/07/2025, 23:38:52,7.00,1265,7.00,63.48,26.500,1.71,real
10/07/2025, 23:38:52,7.00,1266,7.00,63.55,26.500,1.73,real
10/07/2025, 23:38:52,7.00,1266,7.00,63.71,26.500,1.74,real
10/07/2025, 23:38:52,7.00,1267,7.00,63.82,26.500,1.78,real
10/07/2025, 23:38:52,53.00,1268,57.00,63.96,26.500,1.83,real
10/07/2025, 23:38:52,333.00,1268,364.00,64.08,26.510,1.84,real
10/07/2025, 23:38:52,382.00,1269,418.00,64.26,26.490,1.86,real
10/07/2025, 23:38:52,343.00,1270,376.00,64.32,26.490,1.86,real
10/07/2025, 23:38:52,281.00,1271,308.00,64.38,26.480,1.89,real
10/07/2025, 23:38:52,173.00,1272,190.00,64.40,26.490,1.89,real
10/07/2025, 23:38:52,134.00,1274,148.00,64.43,26.500,1.94,real
10/07/2025, 23:38:52,105.00,1275,116.00,64.43,26.510,1.95,real
10/07/2025, 23:38:52,83.00,1278,92.00,64.41,26.510,1.98,real
10/07/2025, 23:38:52,55.00,1279,61.00,64.40,26.510,2.01,real
10/07/2025, 23:38:52,46.00,1281,51.00,64.38,26.510,2.04,real
10/07/2025, 23:38:52,55.00,1282,61.00,64.34,26.510,2.01,real
10/07/2025, 23:38:52,79.00,1285,88.00,64.31,26.510,1.99,real
10/07/2025, 23:38:52,77.00,1287,85.00,64.25,26.510,1.94,real
10/07/2025, 23:38:52,63.00,1288,69.00,64.14,26.500,1.92,real
10/07/2025, 23:38:52,52.00,1289,57.00,64.04,26.510,1.87,real
10/07/2025, 23:38:52,44.00,1292,48.00,63.94,26.520,1.84,real
10/07/2025, 23:38:52,33.00,1293,36.00,63.81,26.510,1.86,real
10/07/2025, 23:38:52,28.00,1294,31.00,63.47,26.520,1.86,real
10/07/2025, 23:38:52,25.00,1295,27.00,63.29,26.510,1.91,real
10/07/2025, 23:38:52,22.00,1297,24.00,63.12,26.520,1.92,real
10/07/2025, 23:38:52,19.00,1298,20.00,62.96,26.510,1.96,real
10/07/2025, 23:38:52,18.00,1299,19.00,62.66,26.510,1.98,real
10/07/2025, 23:38:52,15.00,1300,16.00,62.51,26.520,1.98,real
10/07/2025, 23:38:52,13.00,1301,14.00,62.33,26.510,2.01,real
10/07/2025, 23:38:52,10.00,1302,10.00,62.14,26.520,2.04,real
10/07/2025, 23:38:52,14.00,1302,15.00,61.78,26.510,2.08,real
10/07/2025, 23:38:52,12.00,1303,13.00,61.59,26.510,2.08,real
10/07/2025, 23:38:52,11.00,1303,12.00,61.41,26.500,2.09,real
10/07/2025, 23:38:52,13.00,1304,14.00,61.20,26.510,2.14,real
10/07/2025, 23:38:52,14.00,1304,15.00,60.78,26.500,2.16,real
10/07/2025, 23:38:52,14.00,1304,15.00,60.58,26.510,2.18,real
10/07/2025, 23:38:52,14.00,1305,15.00,60.42,26.500,2.19,real
10/07/2025, 23:38:52,14.00,1305,15.00,60.27,26.490,2.24,real
10/07/2025, 23:38:52,14.00,1305,15.00,60.06,26.490,2.28,real
10/07/2025, 23:38:52,14.00,1305,15.00,59.98,26.480,2.33,real
10/07/2025, 23:38:52,14.00,1306,15.00,59.94,26.490,2.36,real
10/07/2025, 23:38:52,13.00,1306,14.00,59.92,26.500,2.38,real
10/07/2025, 23:38:52,12.00,1306,13.00,59.96,26.480,2.39,real
10/07/2025, 23:38:52,11.00,1306,11.00,60.01,26.480,2.40,real
10/07/2025, 23:38:52,10.00,1305,10.00,60.06,26.470,2.45,real
10/07/2025, 23:38:52,8.00,1305,8.00,60.13,26.470,2.49,real
10/07/2025, 23:38:52,7.00,1305,7.00,60.27,26.460,2.49,real
10/07/2025, 23:38:52,7.00,1304,7.00,60.34,26.470,2.45,real
10/07/2025, 23:38:52,7.00,1304,7.00,60.43,26.470,2.44,real
10/07/2025, 23:38:52,7.00,1304,7.00,60.51,26.460,2.48,real
10/07/2025, 23:38:52,7.00,1303,7.00,60.72,26.460,2.50,real
10/07/2025, 23:38:52,7.00,1304,7.00,60.82,26.450,2.49,real
10/07/2025, 23:38:52,7.00,1304,7.00,60.92,26.460,2.46,real
10/07/2025, 23:38:52,6.00,1304,6.00,61.02,26.460,2.45,real
10/07/2025, 23:38:52,6.00,1305,6.00,61.19,26.450,2.41,real
10/07/2025, 23:38:52,6.00,1305,6.00,61.27,26.450,2.38,real
10/07/2025, 23:38:52,6.00,1305,6.00,61.34,26.440,2.38,real
10/07/2025, 23:38:52,6.00,1306,6.00,61.43,26.450,2.34,real
10/07/2025, 23:38:52,6.00,1305,6.00,61.60,26.440,2.30,real
10/07/2025, 23:38:52,6.00,1305,6.00,61.72,26.430,2.29,real
10/07/2025, 23:38:52,6.00,1305,6.00,61.86,26.430,2.25,real
10/07/2025, 23:38:52,6.00,1305,6.00,61.99,26.430,2.22,real
10/07/2025, 23:38:52,6.00,1306,6.00,62.22,26.440,2.22,real
10/07/2025, 23:38:52,6.00,1307,6.00,62.31,26.440,2.19,real
10/07/2025, 23:38:52,6.00,1309,6.00,62.40,26.440,2.16,real
10/07/2025, 23:38:52,6.00,1310,6.00,62.48,26.440,2.13,real
10/07/2025, 23:38:52,6.00,1312,6.00,62.62,26.450,2.08,real
10/07/2025, 23:38:52,6.00,1315,6.00,62.68,26.440,2.10,real
10/07/2025, 23:38:52,7.00,1320,7.00,62.75,26.450,2.15,real
10/07/2025, 23:38:52,7.00,1323,7.00,62.82,26.450,2.17,real
10/07/2025, 23:38:52,7.00,1326,7.00,62.95,26.460,2.21,real
10/07/2025, 23:38:52,7.00,1329,7.00,63.03,26.470,2.22,real
10/07/2025, 23:38:52,7.00,1335,7.00,63.12,26.460,2.25,real
10/07/2025, 23:38:52,49.00,1338,53.00,63.26,26.470,2.26,real
10/07/2025, 23:38:52,166.00,1341,182.00,63.49,26.480,2.29,real
10/07/2025, 23:38:52,299.00,1344,328.00,63.57,26.480,2.32,real
10/07/2025, 23:38:52,365.00,1346,401.00,63.65,26.480,2.32,real
10/07/2025, 23:38:52,339.00,1350,373.00,63.74,26.490,2.33,real
10/07/2025, 23:38:52,206.00,1352,227.00,63.81,26.480,2.33,real
10/07/2025, 23:38:52,159.00,1354,175.00,63.91,26.480,2.35,real
10/07/2025, 23:38:52,124.00,1355,136.00,63.96,26.490,2.36,real
10/07/2025, 23:38:52,98.00,1359,107.00,63.99,26.500,2.38,real
10/07/2025, 23:38:52,63.00,1361,69.00,64.03,26.490,2.41,real
10/07/2025, 23:38:52,52.00,1362,57.00,64.09,26.510,2.45,real
10/07/2025, 23:38:52,44.00,1364,48.00,64.11,26.510,2.48,real
10/07/2025, 23:38:52,38.00,1366,41.00,64.13,26.510,2.49,real
10/07/2025, 23:38:52,29.00,1367,31.00,64.15,26.510,2.50,real
10/07/2025, 23:38:52,24.00,1368,25.00,64.20,26.520,2.48,real
10/07/2025, 23:38:52,19.00,1369,20.00,64.21,26.530,2.44,real
10/07/2025, 23:38:52,16.00,1370,16.00,64.24,26.520,2.40,real
10/07/2025, 23:38:52,11.00,1369,11.00,64.25,26.520,2.37,real
10/07/2025, 23:38:52,9.00,1369,9.00,64.29,26.530,2.36,real
10/07/2025, 23:38:52,8.00,1368,8.00,64.33,26.540,2.36,real
10/07/2025, 23:38:52,7.00,1367,7.00,64.34,26.540,2.33,real
10/07/2025, 23:38:52,7.00,1366,7.00,64.33,26.530,2.33,real
10/07/2025, 23:38:52,7.00,1366,7.00,64.22,26.540,2.30,real
10/07/2025, 23:38:52,7.00,1365,7.00,64.15,26.530,2.25,real
10/07/2025, 23:38:52,7.00,1364,7.00,64.04,26.540,2.25,real
10/07/2025, 23:38:52,7.00,1364,7.00,63.91,26.550,2.22,real
10/07/2025, 23:38:52,7.00,1364,7.00,63.61,26.530,2.17,real
10/07/2025, 23:38:52,7.00,1365,7.00,63.46,26.530,2.13,real
10/07/2025, 23:38:52,7.00,1366,7.00,63.31,26.530,2.10,real
10/07/2025, 23:38:52,7.00,1366,7.00,63.15,26.530,2.08,real
10/07/2025, 23:38:52,7.00,1367,7.00,62.82,26.550,2.06,real
10/07/2025, 23:38:52,7.00,1367,7.00,62.66,26.540,2.06,real
10/07/2025, 23:38:52,7.00,1368,7.00,62.51,26.540,2.01,real
10/07/2025, 23:38:52,7.00,1367,7.00,62.36,26.530,2.01,real
10/07/2025, 23:38:52,7.00,1367,7.00,62.08,26.550,2.01,real
10/07/2025, 23:38:52,7.00,1367,7.00,61.94,26.540,2.06,real
10/07/2025, 23:38:52,7.00,1366,7.00,61.79,26.550,2.09,real
10/07/2025, 23:38:52,7.00,1365,7.00,61.65,26.560,2.12,real
10/07/2025, 23:38:52,7.00,1364,7.00,61.41,26.550,2.16,real
10/07/2025, 23:38:52,8.00,1363,8.00,61.32,26.560,2.18,real
10/07/2025, 23:38:52,8.00,1362,8.00,61.27,26.550,2.22,real
10/07/2025, 23:38:52,34.00,1361,37.00,61.24,26.550,2.22,real
10/07/2025, 23:38:52,55.00,1361,60.00,61.23,26.550,2.24,real
10/07/2025, 23:38:52,64.00,1360,70.00,61.24,26.540,2.25,real
10/07/2025, 23:38:52,60.00,1360,66.00,61.24,26.550,2.27,real
10/07/2025, 23:38:52,44.00,1360,48.00,61.22,26.540,2.31,real
10/07/2025, 23:38:52,38.00,1360,41.00,61.22,26.550,2.32,real
10/07/2025, 23:38:52,33.00,1360,36.00,61.22,26.560,2.34,real
10/07/2025, 23:38:52,29.00,1361,32.00,61.23,26.560,2.38,real
10/07/2025, 23:38:52,24.00,1362,27.00,61.25,26.560,2.34,real
10/07/2025, 23:38:52,23.00,1362,25.00,61.33,26.550,2.31,real
10/07/2025, 23:38:52,22.00,1362,24.00,61.38,26.560,2.26,real
10/07/2025, 23:38:52,21.00,1363,23.00,61.43,26.570,2.25,real
10/07/2025, 23:38:52,19.00,1364,21.00,61.49,26.560,2.21,real
10/07/2025, 23:38:52,17.00,1364,19.00,61.62,26.560,2.17,real
10/07/2025, 23:38:52,15.00,1365,16.00,61.68,26.560,2.14,real
10/07/2025, 23:38:52,12.00,1365,13.00,61.74,26.560,2.13,real
10/07/2025, 23:38:52,9.00,1364,9.00,61.79,26.570,2.12,real
10/07/2025, 23:38:52,9.00,1364,9.00,61.91,26.560,2.08,real
10/07/2025, 23:38:52,8.00,1363,8.00,61.98,26.550,2.05,real
10/07/2025, 23:38:52,7.00,1362,7.00,62.05,26.560,2.02,real
10/07/2025, 23:38:52,6.00,1361,6.00,62.13,26.560,1.99,real
10/07/2025, 23:38:52,6.00,1361,6.00,62.25,26.570,1.94,real
10/07/2025, 23:38:52,6.00,1360,6.00,62.32,26.560,1.91,real
10/07/2025, 23:38:52,6.00,1358,6.00,62.39,26.570,1.94,real
10/07/2025, 23:38:52,7.00,1357,7.00,62.44,26.580,1.98,real
10/07/2025, 23:38:52,7.00,1356,7.00,62.55,26.590,2.03,real
10/07/2025, 23:38:52,7.00,1355,7.00,62.62,26.580,2.04,real
10/07/2025, 23:38:52,7.00,1353,7.00,62.69,26.570,2.09,real
10/07/2025, 23:38:52,8.00,1352,8.00,62.75,26.570,2.10,real
10/07/2025, 23:38:52,8.00,1351,8.00,62.89,26.580,2.13,real
10/07/2025, 23:38:52,8.00,1350,8.00,62.96,26.590,2.15,real
10/07/2025, 23:38:52,8.00,1348,8.00,63.05,26.600,2.15,real
10/07/2025, 23:38:52,8.00,1347,8.00,63.14,26.600,2.18,real
10/07/2025, 23:38:52,8.00,1346,8.00,63.21,26.610,2.21,real
10/07/2025, 23:38:52,8.00,1345,8.00,63.35,26.610,2.24,real
10/07/2025, 23:38:52,8.00,1345,8.00,63.41,26.610,2.27,real
10/07/2025, 23:38:52,7.00,1343,7.00,63.47,26.600,2.27,real
10/07/2025, 23:38:52,7.00,1342,7.00,63.53,26.600,2.32,real
10/07/2025, 23:38:52,7.00,1342,7.00,63.67,26.620,2.36,real
10/07/2025, 23:38:52,6.00,1341,6.00,63.75,26.630,2.41,real
10/07/2025, 23:38:52,6.00,1339,6.00,63.81,26.620,2.42,real
10/07/2025, 23:38:52,6.00,1338,6.00,63.88,26.620,2.39,real
10/07/2025, 23:38:52,6.00,1337,6.00,63.97,26.640,2.37,real
10/07/2025, 23:38:52,6.00,1336,6.00,64.01,26.630,2.35,real
10/07/2025, 23:38:52,6.00,1334,6.00,64.03,26.640,2.32,real
10/07/2025, 23:38:52,6.00,1333,6.00,64.08,26.630,2.36,real
10/07/2025, 23:38:52,6.00,1332,6.00,64.14,26.640,2.39,real
10/07/2025, 23:38:52,6.00,1332,6.00,64.15,26.640,2.43,real
10/07/2025, 23:38:52,6.00,1330,6.00,64.16,26.630,2.43,real
10/07/2025, 23:38:52,6.00,1330,6.00,64.17,26.640,2.46,real
10/07/2025, 23:38:52,13.00,1329,13.00,64.15,26.650,2.50,real
10/07/2025, 23:38:52,27.00,1329,29.00,64.12,26.650,2.48,real
10/07/2025, 23:38:52,41.00,1328,44.00,64.08,26.660,2.46,real
10/07/2025, 23:38:52,45.00,1328,48.00,64.00,26.650,2.44,real
10/07/2025, 23:38:52,39.00,1329,42.00,63.84,26.660,2.46,real
10/07/2025, 23:38:52,34.00,1329,37.00,63.74,26.650,2.50,real
10/07/2025, 23:38:52,30.00,1329,33.00,63.62,26.660,2.47,real
10/07/2025, 23:38:52,25.00,1330,28.00,63.47,26.670,2.43,real
10/07/2025, 23:38:52,23.00,1330,26.00,63.16,26.660,2.40,real
10/07/2025, 23:38:52,22.00,1331,25.00,63.00,26.660,2.38,real
10/07/2025, 23:38:52,21.00,1332,24.00,62.86,26.660,2.41,real
10/07/2025, 23:38:52,20.00,1332,22.00,62.72,26.660,2.39,real
10/07/2025, 23:38:52,20.00,1333,22.00,62.50,26.650,2.35,real
10/07/2025, 23:38:52,18.00,1333,20.00,62.39,26.650,2.33,real
10/07/2025, 23:38:52,16.00,1334,18.00,62.28,26.650,2.29,real
10/07/2025, 23:38:52,12.00,1335,13.00,62.14,26.660,2.24,real
10/07/2025, 23:38:52,11.00,1335,11.00,61.83,26.650,2.22,real
10/07/2025, 23:38:52,10.00,1336,10.00,61.66,26.650,2.21,real
10/07/2025, 23:38:52,9.00,1337,9.00,61.51,26.640,2.18,real
10/07/2025, 23:38:52,7.00,1337,7.00,61.35,26.650,2.14,real
10/07/2025, 23:38:52,7.00,1337,7.00,60.98,26.650,2.11,real
10/07/2025, 23:38:52,7.00,1338,7.00,60.76,26.650,2.09,real
10/07/2025, 23:38:52,7.00,1338,7.00,60.54,26.640,2.04,real
10/07/2025, 23:38:52,7.00,1338,7.00,60.36,26.630,2.04,real
10/07/2025, 23:38:52,7.00,1338,7.00,60.15,26.630,2.02,real
10/07/2025, 23:38:52,7.00,1338,7.00,60.08,26.630,1.97,real
10/07/2025, 23:38:52,7.00,1339,7.00,60.01,26.620,1.95,real
10/07/2025, 23:38:52,7.00,1340,7.00,59.94,26.610,1.93,real
10/07/2025, 23:38:52,7.00,1341,7.00,59.74,26.620,1.91,real
10/07/2025, 23:38:52,7.00,1343,7.00,59.65,26.610,1.94,real
10/07/2025, 23:38:52,7.00,1347,7.00,59.59,26.610,1.96,real
10/07/2025, 23:38:52,6.00,1350,6.00,59.54,26.620,1.99,real
10/07/2025, 23:38:52,6.00,1354,6.00,59.49,26.610,1.99,real
10/07/2025, 23:38:52,6.00,1357,6.00,59.50,26.600,1.97,real
10/07/2025, 23:38:52,6.00,1365,6.00,59.52,26.590,1.97,real
10/07/2025, 23:38:52,6.00,1368,6.00,59.55,26.600,1.93,real
10/07/2025, 23:38:52,6.00,1372,6.00,59.63,26.600,1.91,real
10/07/2025, 23:38:52,7.00,1375,7.00,59.68,26.600,1.90,real
10/07/2025, 23:38:52,7.00,1380,7.00,59.74,26.610,1.89,real
10/07/2025, 23:38:52,7.00,1381,7.00,59.80,26.600,1.87,real
10/07/2025, 23:38:52,7.00,1383,7.00,59.95,26.600,1.85,real
10/07/2025, 23:38:52,7.00,1383,7.00,60.03,26.590,1.85,real
10/07/2025, 23:38:52,7.00,1384,7.00,60.13,26.580,1.83,real
10/07/2025, 23:38:52,7.00,1383,7.00,60.22,26.590,1.82,real
10/07/2025, 23:38:52,7.00,1382,7.00,60.40,26.590,1.81,real
